text,exp_and_td,labels
Earthquake May Allah have mercy and give strength to all victims and families.,missing trapped or found people,6
Earthquake May Allah have mercy and give strength to all victims and families.,displaced people and evacuations,6
Earthquake May Allah have mercy and give strength to all victims and families.,infrastructure and utilities damage,6
Earthquake May Allah have mercy and give strength to all victims and families.,donation needs or offers or volunteering services,6
Earthquake May Allah have mercy and give strength to all victims and families.,caution and advice,6
Earthquake May Allah have mercy and give strength to all victims and families.,sympathy and emotional support,6
Earthquake May Allah have mercy and give strength to all victims and families.,other useful information,6
Earthquake May Allah have mercy and give strength to all victims and families.,not related or irrelevant,6
Earthquake May Allah have mercy and give strength to all victims and families.,someone is confirm dead death die or killed injured or hurt,6
"For the bereaved and injured in Kenya and Pakistan Holy Spirit Divine, please console and comfort in Jesus name! Europa Afri…",injured or dead people,6
"For the bereaved and injured in Kenya and Pakistan Holy Spirit Divine, please console and comfort in Jesus name! Europa Afri…",missing trapped or found people,6
"For the bereaved and injured in Kenya and Pakistan Holy Spirit Divine, please console and comfort in Jesus name! Europa Afri…",displaced people and evacuations,6
"For the bereaved and injured in Kenya and Pakistan Holy Spirit Divine, please console and comfort in Jesus name! Europa Afri…",infrastructure and utilities damage,6
"For the bereaved and injured in Kenya and Pakistan Holy Spirit Divine, please console and comfort in Jesus name! Europa Afri…",donation needs or offers or volunteering services,6
"For the bereaved and injured in Kenya and Pakistan Holy Spirit Divine, please console and comfort in Jesus name! Europa Afri…",caution and advice,6
"For the bereaved and injured in Kenya and Pakistan Holy Spirit Divine, please console and comfort in Jesus name! Europa Afri…",sympathy and emotional support,6
"For the bereaved and injured in Kenya and Pakistan Holy Spirit Divine, please console and comfort in Jesus name! Europa Afri…",other useful information,6
"For the bereaved and injured in Kenya and Pakistan Holy Spirit Divine, please console and comfort in Jesus name! Europa Afri…",not related or irrelevant,6
"For the bereaved and injured in Kenya and Pakistan Holy Spirit Divine, please console and comfort in Jesus name! Europa Afri…",someone is confirm dead death die or killed injured or hurt,6
"After Chile Quake, Hawaii Told to Prepare for Potential Tsunami: Widespread evacuations were under way Tuesday... http",injured or dead people,2
"After Chile Quake, Hawaii Told to Prepare for Potential Tsunami: Widespread evacuations were under way Tuesday... http",missing trapped or found people,2
"After Chile Quake, Hawaii Told to Prepare for Potential Tsunami: Widespread evacuations were under way Tuesday... http",displaced people and evacuations,2
"After Chile Quake, Hawaii Told to Prepare for Potential Tsunami: Widespread evacuations were under way Tuesday... http",infrastructure and utilities damage,2
"After Chile Quake, Hawaii Told to Prepare for Potential Tsunami: Widespread evacuations were under way Tuesday... http",donation needs or offers or volunteering services,2
"After Chile Quake, Hawaii Told to Prepare for Potential Tsunami: Widespread evacuations were under way Tuesday... http",caution and advice,2
"After Chile Quake, Hawaii Told to Prepare for Potential Tsunami: Widespread evacuations were under way Tuesday... http",sympathy and emotional support,2
"After Chile Quake, Hawaii Told to Prepare for Potential Tsunami: Widespread evacuations were under way Tuesday... http",other useful information,2
"After Chile Quake, Hawaii Told to Prepare for Potential Tsunami: Widespread evacuations were under way Tuesday... http",not related or irrelevant,2
"After Chile Quake, Hawaii Told to Prepare for Potential Tsunami: Widespread evacuations were under way Tuesday... http",someone is confirm dead death die or killed injured or hurt,2
Alabama USA Birmingham http BREAKING NEWS 778 Earthquake State of Emergency Declared After California Eart…,injured or dead people,7
Alabama USA Birmingham http BREAKING NEWS 778 Earthquake State of Emergency Declared After California Eart…,missing trapped or found people,7
Alabama USA Birmingham http BREAKING NEWS 778 Earthquake State of Emergency Declared After California Eart…,displaced people and evacuations,7
Alabama USA Birmingham http BREAKING NEWS 778 Earthquake State of Emergency Declared After California Eart…,infrastructure and utilities damage,7
Alabama USA Birmingham http BREAKING NEWS 778 Earthquake State of Emergency Declared After California Eart…,donation needs or offers or volunteering services,7
Alabama USA Birmingham http BREAKING NEWS 778 Earthquake State of Emergency Declared After California Eart…,caution and advice,7
Alabama USA Birmingham http BREAKING NEWS 778 Earthquake State of Emergency Declared After California Eart…,sympathy and emotional support,7
Alabama USA Birmingham http BREAKING NEWS 778 Earthquake State of Emergency Declared After California Eart…,other useful information,7
Alabama USA Birmingham http BREAKING NEWS 778 Earthquake State of Emergency Declared After California Eart…,not related or irrelevant,7
Alabama USA Birmingham http BREAKING NEWS 778 Earthquake State of Emergency Declared After California Eart…,someone is confirm dead death die or killed injured or hurt,7
and help our neighbors who lost so much !   http,injured or dead people,4
and help our neighbors who lost so much !   http,missing trapped or found people,4
and help our neighbors who lost so much !   http,displaced people and evacuations,4
and help our neighbors who lost so much !   http,infrastructure and utilities damage,4
and help our neighbors who lost so much !   http,donation needs or offers or volunteering services,4
and help our neighbors who lost so much !   http,caution and advice,4
and help our neighbors who lost so much !   http,sympathy and emotional support,4
and help our neighbors who lost so much !   http,other useful information,4
and help our neighbors who lost so much !   http,not related or irrelevant,4
and help our neighbors who lost so much !   http,someone is confirm dead death die or killed injured or hurt,4
"at the same time, let's not forget to also Prayfor Chile : Chile Fights Historic Battle Against Mammoth Wildfires http",injured or dead people,6
"at the same time, let's not forget to also Prayfor Chile : Chile Fights Historic Battle Against Mammoth Wildfires http",missing trapped or found people,6
"at the same time, let's not forget to also Prayfor Chile : Chile Fights Historic Battle Against Mammoth Wildfires http",displaced people and evacuations,6
"at the same time, let's not forget to also Prayfor Chile : Chile Fights Historic Battle Against Mammoth Wildfires http",infrastructure and utilities damage,6
"at the same time, let's not forget to also Prayfor Chile : Chile Fights Historic Battle Against Mammoth Wildfires http",donation needs or offers or volunteering services,6
"at the same time, let's not forget to also Prayfor Chile : Chile Fights Historic Battle Against Mammoth Wildfires http",caution and advice,6
"at the same time, let's not forget to also Prayfor Chile : Chile Fights Historic Battle Against Mammoth Wildfires http",sympathy and emotional support,6
"at the same time, let's not forget to also Prayfor Chile : Chile Fights Historic Battle Against Mammoth Wildfires http",other useful information,6
"at the same time, let's not forget to also Prayfor Chile : Chile Fights Historic Battle Against Mammoth Wildfires http",not related or irrelevant,6
"at the same time, let's not forget to also Prayfor Chile : Chile Fights Historic Battle Against Mammoth Wildfires http",someone is confirm dead death die or killed injured or hurt,6
Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine:  http,injured or dead people,6
Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine:  http,missing trapped or found people,6
Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine:  http,displaced people and evacuations,6
Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine:  http,infrastructure and utilities damage,6
Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine:  http,donation needs or offers or volunteering services,6
Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine:  http,caution and advice,6
Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine:  http,sympathy and emotional support,6
Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine:  http,other useful information,6
Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine:  http,not related or irrelevant,6
Sending good thoughts to Guild friend Steve Matthiasson and anyone else affected “@matthiassonwine:  http,someone is confirm dead death die or killed injured or hurt,6
